,Date,Route,Operator,Aircraft Type,All Aboard,Passengers Aboard,Crew Aboard,Total Fatalities,Passenger Fatalities,Crew Fatalities,Year,Month,Season
1193,"July 30, 1950","Algrete, Brazil","SAVG (S.A. Viacao Gaucha, )SAVG",Lockheed 18 LodeStar,12,10,2,12,10,2,1950,July,Summer
1194,"July 30, 1950","Karaganda, Russia",Aeroflot,Ilyushin IL-12,25,19,6,25,19,6,1950,July,Summer
1195,"August 05, 1950","Near Fairfield, California",Military - U.S. Air Force,Boeing B-29MR,20,0,20,12,0,12,1950,August,Summer
1196,"August 22, 1950","Near Eagle, Colorado",American Airlines,Douglas DC-6,59,54,5,1,1,0,1950,August,Summer
1197,"August 25, 1950","Kampong Jenera, Malaysia",Military - Royal Air Force,Douglas C-47B,12,7,5,12,7,5,1950,August,Summer
1198,"August 31, 1950","Near Wadi Natrun, Egypt",Trans World Airlines,Lockheed 749A Constellation,55,48,7,55,48,7,1950,August,Summer
1199,"September 04, 1950","Utica, New York",Robinson Airlines,Douglas DC-3,23,20,3,16,13,3,1950,September,Autumn
1200,"September 14, 1950","Tehran, Iran",Iran Air,Douglas DC-3,8,5,3,8,5,3,1950,September,Autumn
1201,"September 20, 1950","Kwajalein, Marshall Islands",Military - U.S. Navy,Douglas R5D-3,26,19,7,26,19,7,1950,September,Autumn
1202,"September 21, 1950","Near Zagreb, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,11,7,4,10,6,4,1950,September,Autumn
1203,"September 23, 1950","Karlstad, Sweden",Svenska Aero,Avro Ninteen I,10,9,1,10,9,1,1950,September,Autumn
1204,"September 26, 1950","Near Kyushu Island, Japan",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),51,43,8,23,18,5,1950,September,Autumn
1205,"October 13, 1950","Casablanca, Morocco",Air Atlas,Douglas DC-3,7,4,3,4,1,3,1950,October,Autumn
1206,"October 13, 1950","Almelund, Minnisota",Northwest Orient Airlines,Martin 202,6,3,3,6,3,3,1950,October,Autumn
1207,"October 17, 1950","London, England",British European Airways,Douglas C-47A,29,24,5,28,24,4,1950,October,Autumn
1208,"October 31, 1950","London Heathrow, England",British European Airways,Vickers 610 Viking-1B,30,26,4,28,24,4,1950,October,Autumn
1209,"November 03, 1950","Mont Blanc, France",Air India,Lockheed 749 Constellation,48,40,8,48,40,8,1950,November,Autumn
1210,"November 07, 1950","Near Butte, Montana",Northwest Orient Airlines,Martin 202,21,17,4,21,17,4,1950,November,Autumn
1211,"November 13, 1950","Mt.  Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),Douglas C-54B-1-DC,58,51,7,58,51,7,1950,November,Autumn
1212,"November 17, 1950","Surabaya, Indonesia",Garuda Indonesia Airlines,Douglas DC-3,23,20,3,2,0,2,1950,November,Autumn
1213,"November 21, 1950","Near Moran Junction, Wyoming",New Tribes Mission,Douglas DC-3,21,18,3,21,18,3,1950,November,Autumn
1214,"November 23, 1950","Cuzco, Peru",Faucett,Douglas DC-3,9,5,4,9,5,4,1950,November,Autumn
1215,"November 25, 1950","Khitka, Bhutan",Indamer,Douglas C-47A,3,0,3,3,0,3,1950,November,Autumn
1216,"December 01, 1950","Near Chamaran, Iran",Iran Air,Douglas DC-3,8,7,1,8,7,1,1950,December,Winter
1217,"December 08, 1950","Bangui, French Equatorial Africa",T.A. Intercontinentaux,Douglas C-54A,56,50,6,46,43,3,1950,December,Winter
1218,"December 09, 1950","Ruig Piner, France",Air Atlas,Douglas DC-3,7,4,3,5,2,3,1950,December,Winter
1219,"December 13, 1950","Katagiri, India",Air India,Douglas DC-3,21,17,4,21,17,4,1950,December,Winter
1220,"December 13, 1950","Londrina, Brazil",VASP,Douglas DC-3,31,25,6,0,0,0,1950,December,Winter
1221,"December 14, 1950","Ribeirao, Brazil",VASP,Douglas DC-3,20,16,4,1,1,0,1950,December,Winter
1222,"December 15, 1950","Valera, Venezuela",Avensa,Douglas C-47-DL,31,28,3,31,28,3,1950,December,Winter
1223,"December 19, 1950","Near Baguio, Philippines",Military - U.S. Air Force,Douglas C54E-DO (DC-4),38,31,7,38,31,7,1950,December,Winter
1224,"December 22, 1950","Penticton, British Columbia, Canada",Canadian Pacific Air Lines,Douglas DC-3,18,15,3,2,0,2,1950,December,Winter
1225,"December 30, 1950","Santiago del Estado, Argentina",Aerolineas Argentinas,Douglas DC-3,18,13,5,17,12,5,1950,December,Winter
1226,"January 12, 1951","Ixopo, South Africa",United Airways,de Havilland Dove 1,12,10,2,12,10,2,1951,January,Winter
1227,"January 13, 1951","Mt. Bukit, Besar,Thailand",Air Carriers,Douglas DC-3,10,7,3,10,7,3,1951,January,Winter
1228,"January 14, 1951","Philadelphia, Pennsylvania",National Airlines,Douglas DC-4-1009,28,25,3,7,6,1,1951,January,Winter
1229,"January 16, 1951","Near Reardan, Washington",Northwest Orient Airlines,Martin 202,10,7,3,10,7,3,1951,January,Winter
1230,"January 17, 1951","Near Civitavecchia, Italy",Alitalia,Savoia Marchetti SM-95,17,12,5,14,10,4,1951,January,Winter
1232,"January 28, 1951","Near An tung, Taiwan",Military -Royal Air Force,Short Sunderland 9 (flying boat),14,7,7,14,7,7,1951,January,Winter
1233,"January 31, 1951","Off Hafnarfjorour, Iceland",Icelandair,Douglas DC-3,20,17,3,20,17,3,1951,January,Winter
1235,"February 03, 1951","Near Mt. Cameroon, Buea, British Cameroons",Air France,Douglas DC-4,29,23,6,29,23,6,1951,February,Winter
1236,"February 14, 1951","Yali, Colombia",Lineas Aéreas Nacionales,Curtiss C-46A,2,0,2,2,0,2,1951,February,Winter
1237,"March 02, 1951","Sioux City, Iowa",Mid Continent Airlines,Douglas DC-3,25,21,4,16,13,3,1951,March,Spring
1238,"March 11, 1951","Mt. Butler, Hong Kong",Pacific Overseas Airways,Douglas DC-4,24,20,4,24,20,4,1951,March,Spring
1239,"March 21, 1951","Corozal, Colombia",LANSA,Douglas C-47,29,26,3,29,26,3,1951,March,Spring
1240,"March 22, 1951","Off Florianopolis, Brazil",Cruzeiro,Douglas DC-3,14,10,4,3,3,0,1951,March,Spring
1241,"March 23, 1951",Over the North Atlantic,Military - U.S. Air Force,Douglas C-124A Globemaster,53,48,5,53,48,5,1951,March,Spring
1242,"March 25, 1951","Irkutsk, Russia",Aeroflot,Lisunov LI-2,13,9,4,12,8,4,1951,March,Spring
1243,"March 26, 1951","Rio Grande, Argentina",Aerolineas Argentinas,Douglas DC-3,24,20,4,11,8,3,1951,March,Spring
1244,"March 27, 1951","Manchester, England",Air Transport Charter,Douglas C-47A-75-DL Dakota 3,3,0,3,2,0,2,1951,March,Spring
1245,"April 02, 1951","Bogota, Colombia",AVIANCA,Douglas DC-3,26,24,2,26,24,2,1951,April,Spring
1246,"April 06, 1951","Refugio Pass, near Santa Barbara, California",Southwest Airways,Douglas DC-3,22,19,3,22,19,3,1951,April,Spring
1247,"April 08, 1951","Near Charleston, West Virginia",Military - U.S. Air Force,Douglas C-47B-DK,21,18,3,21,18,3,1951,April,Spring
1248,"April 09, 1951","Cape d'Arguilar, Hong Kong",Siamese Airways,Douglas DC-3,16,11,5,16,11,5,1951,April,Spring
1249,"April 25, 1951","Key West, Florida",Cubana de Aviacion / Military -  US Navy,Douglas DC-4 /Beechcraft SMB-1,43,34,9,43,34,9,1951,April,Spring
1250,"April 28, 1951","Fort Wayne, Indiana",United Air Lines,Douglas DC-3,11,8,3,11,8,3,1951,April,Spring
1251,"May 06, 1951","Near Albuquerque, New Mexico",Military - U.S. Air Force,Convair B-36D,25,0,25,23,0,23,1951,May,Spring
1252,"May 08, 1951","Bordeaux, France",Hunting Air Travel,Vickers 639 Viking 1,32,27,5,2,0,2,1951,May,Spring
1253,"May 18, 1951","Rancharia,  Brazil",VASP,Douglas DC-3,7,4,3,7,4,3,1951,May,Spring
1254,"June 03, 1951","New Boston, Texas",Military - U.S. Air Force,Fairchild C-82,10,0,10,10,0,10,1951,June,Summer
1255,"June 06, 1951","Rio de Janeiro, Brazil",Lineas Aéreas Trans. Brasileira,Douglas DC-3D,19,16,3,2,1,1,1951,June,Summer
1256,"June 13, 1951","Medellin, Colombia",Sociedad Aeronautica Medellin,Douglas C-47A,3,0,3,3,0,3,1951,June,Summer
1257,"June 22, 1951","Near Sanoyea, Liberia",Pan American World Airways,Lockheed 049 Constellation,40,31,9,40,31,9,1951,June,Summer
1258,"June 29, 1951","Near Rijeka, Yugoslavia",JAT Yugoslav Airlines,Junkers 52/3m,14,11,3,14,11,3,1951,June,Summer
1259,"June 30, 1951","Rocky Mountain Nat. Park, near Ft. Collins, Colorado",United Air Lines,Douglas DC-6B,50,45,5,50,45,5,1951,June,Summer
1260,"July 12, 1951","Lyneham AFB, England",Military - Royal Air Force,Vickers Valetta C-1,10,0,10,10,0,10,1951,July,Summer
1261,"July 12, 1951","Near Tezpur, India",Indamer,Douglas C-47B,3,0,3,3,0,3,1951,July,Summer
1262,"July 12, 1951","Aracaju, Brazil",Loide Aereo Nacional,Douglas DC-3,33,28,5,33,28,5,1951,July,Summer
1263,"July 16, 1951","Off Lae, New Guinea",Qantas,de Havilland DHA-3 Drover II,7,5,2,7,5,2,1951,July,Summer
1264,"July 20, 1951","Thudamot, China",Air Outre-Mer,Douglas C-47A,3,0,3,3,0,3,1951,July,Summer
1265,"July 21, 1951","Near Sitka, Alaska",Canadian Pacific Air Lines,Douglas C-54A,37,31,6,37,31,6,1951,July,Summer
1266,"July 24, 1951","Gao, Mali",Sabena,Douglas DC-3,3,0,3,3,0,3,1951,July,Summer
1267,"July 29, 1951","Cochabamba, Bolivia",Loide Aéreo Nacional,Curtiss C-46A,7,4,3,7,4,3,1951,July,Summer
1269,"August 11, 1951","Moisville, France",Air France,Douglas DC-3D,5,0,5,5,0,5,1951,August,Summer
1271,"August 24, 1951","Decoto, California",United Air Lines,Douglas DC-6B,50,44,6,50,44,6,1951,August,Summer
1272,"September 08, 1951","Sao Paulo, Brazil",VASP,Douglas DC-3,13,9,4,13,9,4,1951,September,Autumn
1273,"September 12, 1951","Off Ialas Baeares, Spain",Societe Alpes Provence,Douglas DC-3,39,36,3,39,36,3,1951,September,Autumn
1274,"September 12, 1951","Off Redwood City, California",United Air Lines,Boeing 377 Stratocruiser 10-34,3,0,3,3,0,3,1951,September,Autumn
1275,"September 15, 1951","Bangalore, India",Air India,Douglas C-47A-30-DK Dakota III,28,24,4,22,21,1,1951,September,Autumn
1276,"September 27, 1951",Near Tachikawa Air Base,Military - US Air Force,Fairchild C-119C-15-FA Flying Boxcar,14,0,14,14,0,14,1951,September,Autumn
1277,"September 29, 1951","La Paz, Bolivia",Frigorifico Cooperativo Los Andes,Curtiss C-46D-15-CU,27,24,3,27,24,3,1951,September,Autumn
1278,"October 08, 1951","Cerro Blanco, Mexico",Aero Transportes,Douglas DC-3,8,5,3,8,5,3,1951,October,Autumn
1279,"October 15, 1951","East Griqualand, South Africa",South African Airways,Douglas DC-3,17,13,4,17,13,4,1951,October,Autumn
1280,"October 15, 1951",North Atlantic,Military - U.S. Air Force,Boeing C-97A Stratofreighter,12,9,3,12,9,3,1951,October,Autumn
1281,"October 17, 1951","Mt. Benson, BC, Canada",Queen Charlotte Airlines,Consolidated PBY-5A Catalina,23,20,3,23,20,3,1951,October,Autumn
1282,"October 22, 1951","Skopje, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,12,9,3,12,9,3,1951,October,Autumn
1283,"October 27, 1951","Near Flores, Guatemala",Military - Guatemalan Air Force,Douglas C-47,29,25,4,27,23,4,1951,October,Autumn
1284,"November 05, 1951","Near Tucumcari, New Mexico",Transocean Air Lines,Martin 202,29,26,3,1,1,0,1951,November,Autumn
1285,"November 13, 1951","Puy-de-Dôme, France",Military - U. S. Air Force,Fairchild C-82 Packet,36,32,4,36,32,4,1951,November,Autumn
1286,"November 15, 1951","Near Lodz, Poland",LOT Polish Airlines,Lisunov Li-2P,18,14,4,18,14,4,1951,November,Autumn
1287,"November 17, 1951","Near  Novosibirsk, Russia",Aeroflot,Ilyushin IL-12,23,19,4,23,19,4,1951,November,Autumn
1288,"November 19, 1951","Cairo, Egypt",Devlet Hava Yollari,Douglas DC-3,5,4,1,5,4,1,1951,November,Autumn
1289,"November 21, 1951","Calcutta, India",Deccan Airways,Douglas DC-3,17,13,4,16,12,4,1951,November,Autumn
1290,"November 24, 1951","Zurich, Switzerland",El Al,Douglas DC-4,7,0,7,6,0,6,1951,November,Autumn
1291,"November 27, 1951","San Luis Acatlan, Mexico",Lineas Aereas Unidas,DC-2-243,21,18,3,13,11,2,1951,November,Autumn
1292,"December 04, 1951","Denver, Colorado",United Air Lines,Douglas DC-3A,3,0,3,3,0,3,1951,December,Winter
1293,"December 13, 1951","Yaramunda, Papua, New Guinea",Qantas,de Havilland DH-84 Dragon,3,2,1,3,2,1,1951,December,Winter
1294,"December 16, 1951","Elizabeth, New Jersey",Miami Airlines,Curtiss Wright C-46F,56,52,4,56,52,4,1951,December,Winter
1295,"December 23, 1951","Tehran, Iran",Misrair,SNCASE Languedoc,22,18,4,22,18,4,1951,December,Winter
1296,"December 27, 1951","Near Namtso, Russia",Aeroflot,Lisunov LI-2,20,14,6,20,14,6,1951,December,Winter
1297,"December 29, 1951","Near Little Valley, New York",Continental Charters,Curtiss C-46A-50-CU,40,36,4,26,23,3,1951,December,Winter
1298,"December 30, 1951","Near Fairbanks, Alaska",Transocean Air Lines,Curtiss C 46F-CU,4,2,2,4,2,2,1951,December,Winter
1299,"December 30, 1951","Near Phoenix, Arizona",Military - U.S. Air Force,Douglas C-47D,28,24,4,28,24,4,1951,December,Winter
1300,"December 31, 1951","Calcutta, India",Kalinga Airlines,Douglas C-47A,3,0,3,3,0,3,1951,December,Winter
1302,"January 10, 1952","Com Edno, Ireland",Aer Lingus,Douglas DC-3,23,20,3,23,20,3,1952,January,Winter
1303,"January 19, 1952","Off Sandspit, BC, Canada",Northwest Orient Airlines,Douglas DC-4,43,40,3,36,33,3,1952,January,Winter
1304,"January 22, 1952","Elizabeth, New Jersey",American Airlines,Convair CV-240-0,23,20,3,23,20,3,1952,January,Winter
1305,"February 04, 1952","Kikwit, Belgian Congo",Sabena,Douglas DC-3,15,11,4,15,11,4,1952,February,Winter
1307,"February 11, 1952","Elizabeth, New Jersey",National Airlines,Douglas DC-6,63,59,4,29,26,3,1952,February,Winter
1308,"February 16, 1952","Near Burgio, Italy",Hunting Air Travel,Vickers 614 Viking 1,31,26,5,31,26,5,1952,February,Winter
1309,"February 19, 1952","Nagpur, India",Deccan Airways,Douglas DC-3,16,12,4,3,1,2,1952,February,Winter
1310,"February 19, 1952","Near Yaounde, Cameroon",STAAP,Consolidated  32 Liberator II,9,5,4,9,5,4,1952,February,Winter
1311,"February 28, 1952","Uberlandia,  Brazil",Panair do Brasil,Douglas DC-3A,8,6,2,8,6,2,1952,February,Winter
1312,"March 03, 1952","Nice, France",Air France,SNCASE Languedoc,38,34,4,38,34,4,1952,March,Spring
1313,"March 10, 1952","Cebu, Philippines",Philippine Air Lines,Douglas C-47A-35-DL,3,0,3,3,0,3,1952,March,Spring
1314,"March 12, 1952","Near Sequin, Texas",Military - U.S. Air Force / U.S. Air Force,Boeing B-29 / Boeing B-29,15,0,15,15,0,15,1952,March,Spring
1315,"March 22, 1952","Near Gaspe, Quebec, Canada",Maritime Central Airways,Douglas C-47-DL,4,3,1,4,3,1,1952,March,Spring
1316,"March 22, 1952","Frankfurt, Germany",KLM Royal Dutch Airlines,Douglas DC-6,47,37,10,45,36,9,1952,March,Spring
1317,"March 24, 1952","Near Gao, French West Africa",Société Aérienne de Tr. Tropicaux,Lockheed 18 Lodestar,21,18,3,17,14,3,1952,March,Spring
1319,"March 29, 1952","Near San Felipe, Venezuela",TACA,Douglas DC-3,12,9,3,12,9,3,1952,March,Spring
1320,"March 30, 1952","Baguio, Philippines",Philippine Air Lines,Douglas DC-3,29,26,3,10,8,2,1952,March,Spring
1321,"April 05, 1952","New York, New York",US Airlines,Curtiss C-46F-1-CU,2,0,2,2,0,2,1952,April,Spring
1322,"April 09, 1952","Mihara Volcano, Japan",Japan Air Lines,Martin 202,37,33,4,37,33,4,1952,April,Spring
1323,"April 10, 1952","Agartala, India",Kalinga Airlines,Douglas C-47A,4,0,4,4,0,4,1952,April,Spring
1324,"April 11, 1952","North of San Juan, Puerto Rico",Pan American World Airways,Douglas DC-4,69,64,5,52,52,0,1952,April,Spring
1325,"April 18, 1952","Near Whittier, California",North Continental Airlines (Robin Airlines),Curtiss C-46F-1CU,29,26,3,29,26,3,1952,April,Spring
1326,"April 29, 1952","Near Carolina, Brazil",Pan American World Airways,Boeing 377-10-26 Stratocruiser,50,41,9,50,41,9,1952,April,Spring
1327,"April 30, 1952","Delhi,  India",Deccan Airways,Douglas DC-3,9,5,4,9,5,4,1952,April,Spring
1328,"May 05, 1952","Near Skien, Norway",Fred Olsen Flyveselskap,Douglas C-47A,29,26,3,11,8,3,1952,May,Spring
1330,"May 13, 1952","Sao Paulo, Brazil",VASP,Douglas DC-3,22,19,3,5,3,2,1952,May,Spring
1331,"May 24, 1952","Near Manaus, Brazil",Loide Aéreo Nacional,Curtiss C-46A,6,0,6,6,0,6,1952,May,Spring
1332,"May 26, 1952","Near Atar, Mauritania",British Overseas Airways,Handley Page HP-81 Hermes IV,18,10,8,1,0,1,1952,May,Spring
1333,"June 13, 1952",Baltic Sea,Swedish Air Force,Douglas DC-3,8,5,3,8,5,3,1952,June,Summer
1334,"June 14, 1952","Near Brighton, East Sussex, England",Morton Air Services,Airspeed AS-65 Consul,8,7,1,6,5,1,1952,June,Summer
1336,"June 25, 1952","Off Northumberland, North Sea",Military - Royal Air Force,Avro Shackleton MR-1,13,11,2,11,9,2,1952,June,Summer
1337,"July 18, 1952","Whiting Field, near Milton, Florida",Military - Navy,Fairchild packet (C119 flying boxcar),46,40,6,41,37,4,1952,July,Summer
1338,"July 27, 1952","Off Rio de Janeiro, Brazil",Pan American World Airways,Boeing 377 Stratocruiser,27,19,8,1,1,0,1952,July,Summer
1339,"August 12, 1952","Palmeira de Goias, Brazil",Transportes Areos Nacionales,Douglas DC-3,24,20,4,24,20,4,1952,August,Summer
1340,"August 21, 1952","Off Trapani, Italy",Airwork,Handley Page HP-81 Hermes 4A,57,51,6,7,1,6,1952,August,Summer
1342,"August 29, 1952","Kosti, Sudan",Phoenix Airlines,Douglas DC-2-115B,4,0,4,2,0,2,1952,August,Summer
1343,"September 06, 1952","Near Farnsborough, England",Private - de Havilland Aircraft,de Havilland 110,1,0,1,1,0,1,1952,September,Autumn
1345,"September 15, 1952","Wadi Halfa, Sudan",Kalinga Airlines,Douglas C-47A,3,0,3,3,0,3,1952,September,Autumn
1346,"October 05, 1952","Skvoritsy, Russia",Aeroflot,Ilyushin IL-12,21,19,5,21,19,5,1952,October,Autumn
1347,"October 08, 1952","Off Tarbat Ness, Scotland",Military - Royal Air Force,Avro Shackleton MR-1,14,2,12,14,2,12,1952,October,Autumn
1349,"October 16, 1952","Off Kangnung, South Korea",Military - U.S. Air Force,Curtiss-Wright C-46D-CU,25,21,4,25,21,4,1952,October,Autumn
1351,"November 06, 1952","Lake Chad, Chad",Union Aeromaritime de Transport,Douglas C-54B-1-DC,6,1,5,5,1,4,1952,November,Autumn
1352,"November 07, 1952","Near Summit, Alaska",Military - U.S. Air Force,Fairchild C-119C,19,14,5,19,14,5,1952,November,Autumn
1353,"November 14, 1952","Near Seoul, South Korea",Military - U.S. Air Force,Fairchild C-119C,44,37,7,44,37,7,1952,November,Autumn
1354,"November 15, 1952","Near Anchorage, Alaska",Military - U.S. Air Force,Fairchild C-119C,20,15,5,20,15,5,1952,November,Autumn
1356,"November 22, 1952","Mount Gannett, Alaska",Military - U.S. Air Force,Douglas C-124A Globemaster,52,41,11,52,41,11,1952,November,Autumn
1357,"November 28, 1952","Near Tacoma, Washington",Military - U.S. Air Force,Douglas C-54G (DC-4),38,31,7,37,30,7,1952,November,Autumn
1359,"December 06, 1952","Off Bermuda-Kindley Field, Bermuda",Cubana de Aviacion,Douglas DC-4,41,33,8,37,30,7,1952,December,Winter
1360,"December 20, 1952","Moses Lake, Washington",Military - U.S. Air Force,Douglas C-124A Globemaster,115,105,10,87,82,5,1952,December,Winter
1361,"December 21, 1952","Off Miami, Florida",Rutas Aéreas Nacionales SA,Curtiss C-46D,3,0,3,3,0,3,1952,December,Winter
1364,"December 25, 1952","Tehran, Iran",Iran Air,Douglas DC-3,29,25,4,27,23,4,1952,December,Winter
1365,"December 30, 1952","Chinmen Island, Taiwan",Philippine Air Lines,Douglas DC-3,10,7,3,2,0,2,1952,December,Winter
1366,"January 05, 1953","Belfast, Northern Ireland",British European Airways,Vickers Viking 610-1B,35,31,4,27,24,3,1953,January,Winter
1367,"January 07, 1953","Issaquah, Washington",Flying Tiger Line,Douglas C-54B-10-DO,7,3,4,7,3,4,1953,January,Winter
1368,"January 07, 1953","Fish Haven, Idaho",Associated Air Transport,Curtiss C-46,40,37,3,40,37,3,1953,January,Winter
1369,"January 15, 1953","25 nm off Agrigento, Italy",Military -Royal Air Force,Vickers Valetta Mk1 / Avero Lancaster,26,16,10,26,16,10,1953,January,Winter
1370,"January 26, 1953","Sinnai, Sardinia, Italy",Linee Aeree Italiane,Douglas DC-3,19,15,4,19,15,4,1953,January,Winter
1371,"February 02, 1953","Off Newfoundland, Canada",Lancashire Aircraft Corporation (Skyways),Avro 685 York 1,39,33,6,39,33,6,1953,February,Winter
1372,"February 03, 1953","Lai Chau, Vietnam",Air Outremer,Douglas C-47B-15-DK,18,15,3,18,15,3,1953,February,Winter
1373,"February 07, 1953","Bordeaux, France",UTA,Douglas C-54A-5-DC,19,13,6,9,3,6,1953,February,Winter
1374,"February 09, 1953","Cairo, Egypt",Military - Egyptian Air Force,Curtiss-Wright C-46,40,35,5,29,24,5,1953,February,Winter
1375,"February 14, 1953","Off Mobile, Alabama",National Airlines,Douglas DC-6,46,41,5,46,41,5,1953,February,Winter
1376,"March 03, 1953","Karachi, Pakistan",Canadian Pacific Air Lines,de Havilland DH106 Comet 1A,11,6,5,11,6,5,1953,March,Spring
